Region,Partikod,Parti,1994,1998,2002,2006,2010,2014,2018
1780 Karlstad,SD,Sverigedemokraterna,..,0.2,1.4,2.3,4.2,9.6,14.0
1780 Karlstad,A,övriga partier,1.6,1.7,2.0,2.5,1.2,3.8,1.4
1781 Kristinehamn,M,Moderaterna,17.5,16.6,12.0,20.6,25.4,19.3,16.0
1781 Kristinehamn,C,Centerpartiet,6.8,5.0,8.6,8.6,6.1,6.3,8.8
1781 Kristinehamn,L,Liberalerna,7.0,4.5,12.3,6.4,6.1,4.8,5.5
1781 Kristinehamn,KD,Kristdemokraterna,3.2,10.1,8.3,5.5,4.4,3.8,5.9
1781 Kristinehamn,MP,Miljöpartiet,4.3,3.9,4.3,3.6,5.5,5.1,3.0
1781 Kristinehamn,S,Socialdemokraterna,52.5,42.7,42.1,43.6,40.6,41.2,34.1
1781 Kristinehamn,V,Vänsterpartiet,7.3,15.5,9.5,7.3,6.3,5.6,7.6
1781 Kristinehamn,SD,Sverigedemokraterna,..,0.4,1.4,2.5,4.5,11.4,18.0
1781 Kristinehamn,A,övriga partier,1.5,1.3,1.5,1.9,1.1,2.5,1.3
1782 Filipstad,M,Moderaterna,12.3,12.3,8.2,14.0,18.6,12.3,12.0
1782 Filipstad,C,Centerpartiet,5.0,3.5,5.6,5.9,3.8,3.9,4.9
1782 Filipstad,L,Liberalerna,4.2,3.4,7.3,4.2,4.1,2.3,2.4
1782 Filipstad,KD,Kristdemokraterna,1.7,6.3,5.8,3.5,2.8,2.1,4.2
1782 Filipstad,MP,Miljöpartiet,2.9,2.9,3.3,2.3,3.6,3.0,1.4
1782 Filipstad,S,Socialdemokraterna,63.8,50.3,53.8,56.5,51.8,46.2,41.2
1782 Filipstad,V,Vänsterpartiet,8.4,20.2,12.3,8.9,8.2,6.7,7.2
1782 Filipstad,SD,Sverigedemokraterna,..,0.1,1.4,3.1,6.2,21.3,25.6
1782 Filipstad,A,övriga partier,1.7,1.0,2.2,1.6,0.9,2.1,1.2
1783 Hagfors,M,Moderaterna,9.6,9.4,6.3,11.7,14.4,10.6,9.3
1783 Hagfors,C,Centerpartiet,7.7,6.5,9.4,8.3,7.1,6.6,7.9
1783 Hagfors,L,Liberalerna,2.9,1.7,5.0,3.1,4.0,2.1,2.3
1783 Hagfors,KD,Kristdemokraterna,1.8,6.8,4.9,3.1,2.2,2.1,4.5
1783 Hagfors,MP,Miljöpartiet,2.9,2.7,2.0,1.8,2.6,1.9,1.3
1783 Hagfors,S,Socialdemokraterna,64.0,51.7,56.9,55.8,53.6,54.1,47.5
1783 Hagfors,V,Vänsterpartiet,10.4,20.7,13.7,11.1,9.2,6.5,8.3
1783 Hagfors,SD,Sverigedemokraterna,..,0.1,1.2,3.7,5.3,14.3,18.0
1783 Hagfors,A,övriga partier,0.7,0.5,0.6,1.5,1.7,1.8,1.0
1784 Arvika,M,Moderaterna,16.9,16.0,10.3,18.5,23.6,17.6,15.1
1784 Arvika,C,Centerpartiet,10.0,6.4,9.0,11.2,8.4,7.9,9.4
1784 Arvika,L,Liberalerna,6.4,4.2,10.7,5.5,5.5,3.5,3.6
1784 Arvika,KD,Kristdemokraterna,3.5,11.7,7.9,5.4,4.3,3.7,5.7
1784 Arvika,MP,Miljöpartiet,5.9,5.3,5.6,4.9,6.3,5.1,3.6
1784 Arvika,S,Socialdemokraterna,47.4,41.2,44.0,41.6,39.0,39.4,34.0
1784 Arvika,V,Vänsterpartiet,8.2,14.4,9.4,6.8,6.5,6.1,8.3
1784 Arvika,SD,Sverigedemokraterna,..,0.1,1.7,3.9,5.4,13.8,18.5
1784 Arvika,A,övriga partier,1.6,0.8,1.4,2.1,1.0,3.0,1.7
1785 Säffle,M,Moderaterna,18.4,17.8,12.4,20.6,27.4,19.1,15.6
1785 Säffle,C,Centerpartiet,16.4,11.7,19.1,17.1,12.1,13.6,14.2
1785 Säffle,L,Liberalerna,5.2,3.3,10.8,5.2,5.6,3.4,3.1
1785 Säffle,KD,Kristdemokraterna,4.4,13.8,10.9,7.0,5.9,4.2,6.8
1785 Säffle,MP,Miljöpartiet,3.8,3.3,3.6,2.5,4.4,3.3,2.0
1785 Säffle,S,Socialdemokraterna,45.7,38.2,33.8,36.7,33.6,33.2,27.7
1785 Säffle,V,Vänsterpartiet,4.5,11.2,6.6,4.2,3.9,3.5,4.6
1785 Säffle,SD,Sverigedemokraterna,..,0.2,1.0,3.9,6.4,17.9,25.1
1785 Säffle,A,övriga partier,1.7,0.7,1.9,2.8,0.7,1.8,1.0
1814 Lekeberg,M,Moderaterna,16.8,16.7,11.2,18.9,24.8,16.9,15.7
1814 Lekeberg,C,Centerpartiet,18.1,14.0,18.1,17.2,12.9,13.4,13.2
1814 Lekeberg,L,Liberalerna,5.3,3.7,8.9,4.8,4.4,3.1,3.0
1814 Lekeberg,KD,Kristdemokraterna,8.3,15.9,11.8,10.0,8.9,6.8,8.7
1814 Lekeberg,MP,Miljöpartiet,5.3,4.4,3.7,3.6,5.3,4.3,2.7
1814 Lekeberg,S,Socialdemokraterna,39.3,32.7,36.6,34.8,30.7,30.0,25.9
1814 Lekeberg,V,Vänsterpartiet,5.0,10.7,6.5,4.1,4.5,4.3,5.3
1814 Lekeberg,SD,Sverigedemokraterna,..,0.7,2.4,4.7,7.5,18.2,23.9
1814 Lekeberg,A,övriga partier,1.8,1.2,0.8,2.0,1.1,3.1,1.7
1860 Laxå,M,Moderaterna,11.2,11.4,6.8,13.5,19.5,13.8,12.0
1860 Laxå,C,Centerpartiet,7.8,4.9,7.3,7.6,5.7,5.6,6.4
1860 Laxå,L,Liberalerna,5.8,3.4,8.9,4.3,5.2,2.9,2.8
1860 Laxå,KD,Kristdemokraterna,6.0,12.4,10.0,8.0,6.3,5.4,9.4
1860 Laxå,MP,Miljöpartiet,4.1,3.5,2.4,2.0,3.0,3.2,1.6
1860 Laxå,S,Socialdemokraterna,58.0,46.4,50.7,53.6,49.1,43.9,35.5
1860 Laxå,V,Vänsterpartiet,5.8,15.0,9.7,5.6,5.1,5.5,6.9
1860 Laxå,SD,Sverigedemokraterna,..,0.5,2.4,3.6,5.5,18.1,24.1
1860 Laxå,A,övriga partier,1.3,2.5,1.7,1.7,0.6,1.7,1.2
1861 Hallsberg,M,Moderaterna,12.3,13.4,8.4,14.7,20.7,14.6,13.8
1861 Hallsberg,C,Centerpartiet,8.6,6.5,8.4,8.7,6.2,6.2,7.9
1861 Hallsberg,L,Liberalerna,5.9,3.4,8.6,4.9,4.8,2.9,3.2
1861 Hallsberg,KD,Kristdemokraterna,5.1,10.5,8.7,6.6,5.3,4.3,5.9
1861 Hallsberg,MP,Miljöpartiet,3.9,4.0,3.4,3.5,4.9,4.3,2.6
1861 Hallsberg,S,Socialdemokraterna,55.3,46.3,50.8,49.1,44.8,43.6,36.9
1861 Hallsberg,V,Vänsterpartiet,7.1,13.9,8.3,5.9,5.9,5.0,6.6
1861 Hallsberg,SD,Sverigedemokraterna,..,0.3,2.3,4.6,6.7,16.7,21.7
1861 Hallsberg,A,övriga partier,1.8,1.7,0.9,1.9,0.8,2.2,1.4
1862 Degerfors,M,Moderaterna,8.8,8.7,5.1,9.8,13.8,10.6,10.6
1862 Degerfors,C,Centerpartiet,5.9,4.5,5.3,5.4,4.1,4.2,5.3
1862 Degerfors,L,Liberalerna,4.4,2.3,6.0,3.2,3.1,1.9,2.4
1862 Degerfors,KD,Kristdemokraterna,2.8,7.5,5.2,5.2,4.5,3.4,4.0
1862 Degerfors,MP,Miljöpartiet,3.2,3.4,2.5,2.7,4.9,4.0,2.4
1862 Degerfors,S,Socialdemokraterna,63.8,54.8,60.8,57.6,52.7,51.2,44.1
1862 Degerfors,V,Vänsterpartiet,9.9,17.7,13.3,11.2,10.8,8.1,10.2
1862 Degerfors,SD,Sverigedemokraterna,..,0.2,0.9,2.9,5.4,14.4,19.9
1862 Degerfors,A,övriga partier,1.3,0.9,0.7,2.0,0.6,2.2,1.1
1863 Hällefors,M,Moderaterna,9.9,10.7,6.9,12.6,17.8,12.9,11.9
1863 Hällefors,C,Centerpartiet,5.4,3.4,6.2,7.6,4.7,4.7,6.0
1863 Hällefors,L,Liberalerna,4.0,3.3,6.2,2.7,3.6,2.2,2.1
1863 Hällefors,KD,Kristdemokraterna,1.9,5.6,4.3,3.0,2.5,2.1,3.4
1863 Hällefors,MP,Miljöpartiet,4.4,3.9,3.0,2.7,4.5,3.1,1.8
1863 Hällefors,S,Socialdemokraterna,64.5,54.6,62.6,57.5,51.2,47.2,39.7
1863 Hällefors,V,Vänsterpartiet,9.0,17.6,9.8,8.6,7.2,6.6,9.0
1863 Hällefors,SD,Sverigedemokraterna,..,0.1,0.7,3.5,7.2,18.0,24.7
1863 Hällefors,A,övriga partier,0.8,0.7,0.3,1.9,1.2,3.3,1.4
1864 Ljusnarsberg,M,Moderaterna,10.8,10.7,7.2,14.5,19.4,12.3,11.3
1864 Ljusnarsberg,C,Centerpartiet,7.9,6.4,10.8,10.3,5.5,5.1,6.0
1864 Ljusnarsberg,L,Liberalerna,4.1,2.1,6.0,3.1,3.2,2.3,2.7
1864 Ljusnarsberg,KD,Kristdemokraterna,2.2,7.8,6.2,3.8,3.6,2.2,4.2
1864 Ljusnarsberg,MP,Miljöpartiet,4.3,4.1,3.4,3.4,4.5,3.3,1.9
1864 Ljusnarsberg,S,Socialdemokraterna,56.3,47.7,51.8,48.4,44.4,42.0,33.8
1864 Ljusnarsberg,V,Vänsterpartiet,12.3,19.7,12.3,8.9,7.9,6.6,7.0
1864 Ljusnarsberg,SD,Sverigedemokraterna,..,0.6,1.7,5.9,9.6,23.7,31.2
1864 Ljusnarsberg,A,övriga partier,2.1,0.8,0.7,1.7,1.9,2.4,1.9
1880 Örebro,M,Moderaterna,18.7,19.2,12.1,21.0,26.0,21.0,17.9
1880 Örebro,C,Centerpartiet,5.3,3.8,4.6,6.3,4.8,5.1,8.0
1880 Örebro,L,Liberalerna,9.7,6.5,14.2,8.7,7.6,5.4,5.7
1880 Örebro,KD,Kristdemokraterna,5.8,12.3,10.2,8.1,7.0,6.2,7.7
1880 Örebro,MP,Miljöpartiet,5.2,5.1,5.2,6.0,8.1,8.4,4.8
1880 Örebro,S,Socialdemokraterna,46.2,38.0,41.8,38.0,34.1,32.4,31.5
1880 Örebro,V,Vänsterpartiet,6.7,12.5,9.0,6.0,5.8,5.7,8.5
1880 Örebro,SD,Sverigedemokraterna,..,0.6,1.8,3.5,5.5,11.6,14.4
1880 Örebro,A,övriga partier,2.4,2.0,1.3,2.4,1.1,4.3,1.6
1881 Kumla,M,Moderaterna,14.5,15.9,10.2,16.5,23.4,18.0,16.9
1881 Kumla,C,Centerpartiet,8.0,5.9,7.2,7.4,5.2,5.1,7.1
1881 Kumla,L,Liberalerna,6.8,4.2,9.3,6.1,6.3,5.0,5.0
1881 Kumla,KD,Kristdemokraterna,6.5,12.1,10.4,8.9,6.9,5.8,8.0
1881 Kumla,MP,Miljöpartiet,4.0,3.3,3.1,2.9,4.7,5.0,2.7
1881 Kumla,S,Socialdemokraterna,50.9,43.6,48.5,47.3,41.1,38.2,32.5
1881 Kumla,V,Vänsterpartiet,7.3,13.0,7.9,4.7,4.2,4.3,5.6
1881 Kumla,SD,Sverigedemokraterna,..,0.3,2.2,4.4,7.2,16.2,21.1
1881 Kumla,A,övriga partier,2.1,1.7,1.1,1.8,1.0,2.5,1.2
1882 Askersund,M,Moderaterna,14.9,15.8,11.1,18.6,25.6,17.4,16.4
1882 Askersund,C,Centerpartiet,11.0,8.5,10.6,10.9,8.1,8.5,9.2
1882 Askersund,L,Liberalerna,5.5,3.5,8.8,5.2,4.9,3.1,3.0
1882 Askersund,KD,Kristdemokraterna,5.4,11.5,9.4,7.4,6.0,4.4,6.8
1882 Askersund,MP,Miljöpartiet,3.9,3.6,3.2,3.5,4.9,4.1,2.3
1882 Askersund,S,Socialdemokraterna,52.4,42.5,45.5,43.9,39.4,37.9,32.2
1882 Askersund,V,Vänsterpartiet,5.6,12.8,8.6,5.4,4.6,4.4,5.4
1882 Askersund,SD,Sverigedemokraterna,..,0.2,2.1,3.7,5.8,17.7,23.3
1882 Askersund,A,övriga partier,1.3,1.6,0.8,1.3,0.7,2.5,1.4
1883 Karlskoga,M,Moderaterna,18.3,17.3,11.3,19.8,23.2,18.7,18.0
1883 Karlskoga,C,Centerpartiet,3.7,2.2,2.8,4.2,3.1,3.4,6.0
1883 Karlskoga,L,Liberalerna,5.8,3.4,9.6,4.7,5.3,3.3,4.0
1883 Karlskoga,KD,Kristdemokraterna,2.9,9.2,6.6,5.3,4.8,3.6,4.8
1883 Karlskoga,MP,Miljöpartiet,3.4,2.9,2.9,3.2,5.4,4.8,2.8
1883 Karlskoga,S,Socialdemokraterna,56.5,47.2,54.6,49.4,46.3,44.7,37.5
1883 Karlskoga,V,Vänsterpartiet,7.4,14.8,8.9,6.4,5.3,5.0,7.2
1883 Karlskoga,SD,Sverigedemokraterna,..,0.3,1.2,3.0,4.7,14.4,18.3
1883 Karlskoga,A,övriga partier,2.0,2.6,2.0,4.0,1.9,2.2,1.3
1884 Nora,M,Moderaterna,16.2,16.2,11.0,18.5,24.2,16.3,14.7
1884 Nora,C,Centerpartiet,7.8,5.7,7.8,9.0,6.2,7.5,8.9
1884 Nora,L,Liberalerna,7.3,4.5,11.4,6.7,6.4,3.5,3.6
1884 Nora,KD,Kristdemokraterna,4.2,11.4,8.9,6.2,5.5,3.9,6.3
1884 Nora,MP,Miljöpartiet,5.4,4.2,4.1,4.6,6.1,5.1,3.4
1884 Nora,S,Socialdemokraterna,50.4,42.1,45.3,43.1,40.4,39.5,33.7
1884 Nora,V,Vänsterpartiet,7.0,14.1,9.1,5.5,4.5,5.4,6.3
1884 Nora,SD,Sverigedemokraterna,..,0.4,1.4,4.1,5.8,15.4,21.4
1884 Nora,A,övriga partier,1.6,1.3,1.0,2.3,1.0,3.3,1.7
1885 Lindesberg,M,Moderaterna,15.0,15.6,10.1,18.2,23.5,16.9,15.8
1885 Lindesberg,C,Centerpartiet,11.4,8.6,12.0,12.4,8.0,7.5,8.5
1885 Lindesberg,L,Liberalerna,5.6,3.1,8.4,4.4,5.0,2.8,2.8
1885 Lindesberg,KD,Kristdemokraterna,4.3,11.5,7.6,5.4,4.8,3.7,6.0
1885 Lindesberg,MP,Miljöpartiet,5.1,4.5,4.0,3.6,5.2,4.7,2.6
1885 Lindesberg,S,Socialdemokraterna,50.4,41.1,47.5,43.5,38.6,36.9,31.6
1885 Lindesberg,V,Vänsterpartiet,7.0,13.7,7.7,5.3,4.6,4.3,6.1
1885 Lindesberg,SD,Sverigedemokraterna,..,0.3,1.6,5.1,9.2,20.9,25.0
1885 Lindesberg,A,övriga partier,1.2,1.6,1.0,2.1,1.0,2.4,1.6
1904 Skinnskatteberg,M,Moderaterna,11.1,11.6,7.8,14.4,17.4,13.3,10.7
1904 Skinnskatteberg,C,Centerpartiet,7.7,6.8,8.3,9.2,6.4,6.4,6.7
1904 Skinnskatteberg,L,Liberalerna,3.6,2.1,6.8,5.7,7.8,5.1,4.9
1904 Skinnskatteberg,KD,Kristdemokraterna,3.1,8.2,5.3,3.8,2.9,2.4,3.9
1904 Skinnskatteberg,MP,Miljöpartiet,5.0,4.3,3.9,3.4,5.3,3.0,2.0
1904 Skinnskatteberg,S,Socialdemokraterna,60.2,48.3,53.6,48.6,45.3,42.8,38.5
1904 Skinnskatteberg,V,Vänsterpartiet,7.8,17.7,12.9,9.2,7.4,6.4,6.6
1904 Skinnskatteberg,SD,Sverigedemokraterna,..,0.1,0.6,3.0,6.7,18.2,25.2
1904 Skinnskatteberg,A,övriga partier,1.4,1.0,0.9,2.8,0.9,2.4,1.5
1907 Surahammar,M,Moderaterna,10.9,11.8,7.2,14.4,19.4,13.6,13.0
1907 Surahammar,C,Centerpartiet,3.2,2.7,3.8,4.8,2.8,3.7,4.0
1907 Surahammar,L,Liberalerna,5.1,3.5,8.7,5.9,5.7,3.4,3.4
1907 Surahammar,KD,Kristdemokraterna,2.2,7.5,5.6,4.2,2.9,2.3,4.2
1907 Surahammar,MP,Miljöpartiet,4.1,3.6,3.5,3.1,4.1,3.4,1.9
1907 Surahammar,S,Socialdemokraterna,62.7,51.7,57.8,54.0,49.1,45.4,36.4
1907 Surahammar,V,Vänsterpartiet,9.4,18.2,11.5,8.4,7.9,7.2,8.2
1907 Surahammar,SD,Sverigedemokraterna,..,0.2,0.9,2.5,7.0,18.4,27.5
1907 Surahammar,A,övriga partier,2.6,1.0,0.9,2.8,1.1,2.6,1.5
1960 Kungsör,M,Moderaterna,18.2,19.0,12.2,23.4,27.3,18.7,16.6
1960 Kungsör,C,Centerpartiet,8.9,7.2,8.9,10.9,6.9,7.2,8.5
1960 Kungsör,L,Liberalerna,6.0,3.9,11.7,6.1,7.0,4.9,4.4
1960 Kungsör,KD,Kristdemokraterna,2.8,10.7,8.5,5.6,4.8,4.4,5.6
1960 Kungsör,MP,Miljöpartiet,5.4,4.4,3.6,3.7,5.0,3.6,2.1
1960 Kungsör,S,Socialdemokraterna,49.0,39.7,45.3,38.8,35.3,36.3,31.4
1960 Kungsör,V,Vänsterpartiet,7.2,13.6,8.3,5.8,5.6,5.0,5.8
1960 Kungsör,SD,Sverigedemokraterna,..,0.2,0.5,3.2,7.1,17.5,23.9
1960 Kungsör,A,övriga partier,2.5,1.4,1.1,2.6,1.0,2.3,1.5
1961 Hallstahammar,M,Moderaterna,12.6,14.0,8.3,16.0,20.4,15.0,14.7
1961 Hallstahammar,C,Centerpartiet,4.3,3.7,4.3,5.3,3.5,3.8,5.3
1961 Hallstahammar,L,Liberalerna,5.1,3.3,9.8,5.9,6.1,3.8,4.0
1961 Hallstahammar,KD,Kristdemokraterna,2.3,8.3,8.3,7.2,4.3,3.3,5.1
1961 Hallstahammar,MP,Miljöpartiet,3.3,3.6,3.3,3.7,4.7,4.0,2.2
1961 Hallstahammar,S,Socialdemokraterna,61.3,49.7,52.3,49.1,47.0,45.0,36.2
1961 Hallstahammar,V,Vänsterpartiet,8.5,16.2,10.6,7.5,7.3,6.1,8.0
1961 Hallstahammar,SD,Sverigedemokraterna,..,0.2,1.9,2.8,5.7,16.6,23.3
1961 Hallstahammar,A,övriga partier,2.7,0.9,1.1,2.4,1.1,2.4,1.4
1962 Norberg,M,Moderaterna,12.6,13.7,8.9,16.3,20.0,14.2,14.1
1962 Norberg,C,Centerpartiet,6.1,4.9,5.4,6.6,4.6,4.3,5.7
1962 Norberg,L,Liberalerna,4.1,2.7,8.1,4.5,4.7,2.8,3.8
1962 Norberg,KD,Kristdemokraterna,2.2,6.0,5.0,3.3,2.9,2.3,4.1
1962 Norberg,MP,Miljöpartiet,4.5,4.0,4.2,4.2,5.8,4.3,2.5
1962 Norberg,S,Socialdemokraterna,56.7,42.4,49.6,44.5,42.4,38.4,36.5
1962 Norberg,V,Vänsterpartiet,12.3,25.2,17.2,12.6,11.0,8.9,9.5
1962 Norberg,SD,Sverigedemokraterna,..,0.3,0.4,3.1,7.3,20.3,21.6
1962 Norberg,A,övriga partier,1.6,0.9,1.2,4.8,1.1,4.5,2.1
1980 Västerås,M,Moderaterna,23.3,24.0,14.5,26.7,30.4,24.8,22.2
1980 Västerås,C,Centerpartiet,3.2,2.5,3.2,5.3,4.3,4.5,6.3
1980 Västerås,L,Liberalerna,9.3,5.8,16.7,10.1,8.9,6.5,6.8
1980 Västerås,KD,Kristdemokraterna,3.5,11.8,8.2,6.0,5.1,4.5,6.2
1980 Västerås,MP,Miljöpartiet,4.6,4.5,4.9,4.9,6.4,5.9,3.4
1980 Västerås,S,Socialdemokraterna,48.7,38.7,42.4,35.9,32.6,32.5,29.1
1980 Västerås,V,Vänsterpartiet,5.1,11.1,7.3,5.3,4.8,5.1,7.1
1980 Västerås,SD,Sverigedemokraterna,..,0.3,1.2,2.2,5.9,12.9,17.5
1980 Västerås,A,övriga partier,2.3,1.3,1.7,3.5,1.6,3.3,1.3
1981 Sala,M,Moderaterna,18.3,19.0,11.8,23.0,26.3,19.9,16.0
1981 Sala,C,Centerpartiet,14.5,10.6,12.8,14.3,11.3,11.0,11.8
1981 Sala,L,Liberalerna,6.2,3.8,11.3,6.3,6.0,4.0,4.1
1981 Sala,KD,Kristdemokraterna,4.1,12.9,9.6,6.5,4.9,3.6,6.0
1981 Sala,MP,Miljöpartiet,6.4,5.4,4.3,3.5,5.9,4.7,2.6
1981 Sala,S,Socialdemokraterna,43.8,36.0,40.8,35.5,33.5,33.5,29.3
1981 Sala,V,Vänsterpartiet,4.7,11.2,7.4,5.7,4.8,4.6,6.3
1981 Sala,SD,Sverigedemokraterna,..,0.3,1.2,2.7,6.4,15.4,22.2
1981 Sala,A,övriga partier,2.1,0.8,0.8,2.5,1.0,3.3,1.6
1982 Fagersta,M,Moderaterna,14.3,15.5,10.2,17.8,21.2,15.5,14.1
1982 Fagersta,C,Centerpartiet,4.0,2.7,3.9,4.4,3.4,2.5,4.2
1982 Fagersta,L,Liberalerna,5.4,3.1,8.0,5.1,4.9,2.7,3.2
1982 Fagersta,KD,Kristdemokraterna,2.3,7.8,6.0,4.6,3.7,2.6,4.7
1982 Fagersta,MP,Miljöpartiet,3.6,3.1,3.6,3.0,5.0,4.2,2.3
1982 Fagersta,S,Socialdemokraterna,61.0,47.9,52.6,49.9,44.4,45.0,39.4
1982 Fagersta,V,Vänsterpartiet,7.2,18.9,13.7,9.4,8.8,6.5,7.9
1982 Fagersta,SD,Sverigedemokraterna,..,0.1,1.0,2.3,7.7,18.6,23.0
1982 Fagersta,A,övriga partier,2.4,0.9,1.0,3.3,0.9,2.5,1.2
1983 Köping,M,Moderaterna,15.4,16.0,11.0,19.9,23.5,17.4,15.6
1983 Köping,C,Centerpartiet,7.2,5.6,7.0,8.6,6.4,6.1,6.7
1983 Köping,L,Liberalerna,5.1,3.2,10.3,5.6,5.3,3.7,3.3
1983 Köping,KD,Kristdemokraterna,3.5,9.6,6.8,5.0,3.9,3.1,5.9
1983 Köping,MP,Miljöpartiet,3.9,3.5,3.3,3.3,5.1,4.0,2.2
1983 Köping,S,Socialdemokraterna,54.1,44.1,48.8,45.1,41.0,40.7,34.6
1983 Köping,V,Vänsterpartiet,8.5,16.2,9.9,6.6,6.8,5.6,6.4
1983 Köping,SD,Sverigedemokraterna,..,0.2,0.9,3.4,7.0,17.4,23.9
1983 Köping,A,övriga partier,2.4,1.6,2.1,2.4,1.0,2.1,1.2
1984 Arboga,M,Moderaterna,17.5,17.9,11.7,21.1,26.4,20.6,18.7
1984 Arboga,C,Centerpartiet,7.1,5.2,6.9,8.8,5.8,5.5,6.8
1984 Arboga,L,Liberalerna,6.6,4.1,12.3,6.6,6.8,3.9,3.9
1984 Arboga,KD,Kristdemokraterna,3.5,10.7,8.4,5.2,4.5,3.5,5.1
1984 Arboga,MP,Miljöpartiet,5.7,5.9,5.3,3.9,6.2,5.2,3.2
1984 Arboga,S,Socialdemokraterna,50.9,41.9,44.3,42.1,37.6,38.3,33.8
1984 Arboga,V,Vänsterpartiet,6.7,13.5,8.9,6.4,5.7,5.0,5.8
1984 Arboga,SD,Sverigedemokraterna,..,0.1,1.0,2.4,6.0,15.5,21.7
1984 Arboga,A,övriga partier,2.1,0.7,1.3,3.5,1.0,2.5,1.1
2021 Vansbro,M,Moderaterna,12.9,13.9,9.0,16.6,19.7,14.4,13.3
2021 Vansbro,C,Centerpartiet,14.7,10.7,16.0,15.9,13.9,14.2,14.6
2021 Vansbro,L,Liberalerna,4.1,2.5,6.9,3.6,3.5,2.2,2.1
2021 Vansbro,KD,Kristdemokraterna,5.3,12.9,10.8,9.3,6.8,5.9,9.7
2021 Vansbro,MP,Miljöpartiet,4.5,3.7,3.1,2.3,2.6,2.7,1.2
2021 Vansbro,S,Socialdemokraterna,50.3,39.4,42.2,39.2,40.4,36.5,29.4
2021 Vansbro,V,Vänsterpartiet,6.3,13.9,9.0,7.4,5.8,5.7,7.2
2021 Vansbro,SD,Sverigedemokraterna,..,0.2,1.4,2.9,6.0,16.2,20.8
2021 Vansbro,A,övriga partier,1.8,2.7,1.8,2.7,1.2,2.2,1.6
2023 Malung-Sälen,M,Moderaterna,17.7,20.6,14.5,26.4,30.0,22.6,19.0
2023 Malung-Sälen,C,Centerpartiet,12.3,7.4,11.3,11.8,8.2,8.6,9.3
2023 Malung-Sälen,L,Liberalerna,6.5,4.1,10.0,6.3,5.8,3.7,3.2
2023 Malung-Sälen,KD,Kristdemokraterna,2.5,9.7,6.6,3.7,2.6,2.4,5.9
2023 Malung-Sälen,MP,Miljöpartiet,3.7,2.7,2.6,2.4,3.0,2.7,1.7
2023 Malung-Sälen,S,Socialdemokraterna,49.9,39.5,42.7,37.8,36.5,36.2,29.0
2023 Malung-Sälen,V,Vänsterpartiet,5.9,15.0,9.5,7.9,6.7,4.7,6.1
2023 Malung-Sälen,SD,Sverigedemokraterna,..,0.2,0.6,2.1,5.7,17.3,24.6
2023 Malung-Sälen,A,övriga partier,1.4,0.8,2.2,1.7,1.5,1.9,1.3
2026 Gagnef,M,Moderaterna,14.3,14.5,9.9,18.2,23.7,18.1,14.4
2026 Gagnef,C,Centerpartiet,15.2,10.3,15.1,16.3,12.3,11.6,13.7
2026 Gagnef,L,Liberalerna,4.7,2.8,8.9,4.1,4.1,3.1,3.8
2026 Gagnef,KD,Kristdemokraterna,5.1,14.3,10.6,7.3,5.7,4.2,8.5
2026 Gagnef,MP,Miljöpartiet,7.5,7.3,4.5,4.1,6.1,4.3,2.8
2026 Gagnef,S,Socialdemokraterna,45.9,35.7,40.4,38.6,34.9,32.7,27.4
2026 Gagnef,V,Vänsterpartiet,5.4,12.3,7.3,5.7,5.0,5.1,6.1
2026 Gagnef,SD,Sverigedemokraterna,..,0.3,0.8,2.7,7.3,17.3,21.8
2026 Gagnef,A,övriga partier,1.9,2.6,2.5,3.0,1.1,3.5,1.6
2029 Leksand,M,Moderaterna,20.2,19.3,12.5,25.5,31.4,23.7,19.6
2029 Leksand,C,Centerpartiet,13.0,8.9,14.1,13.6,9.4,10.0,12.9
2029 Leksand,L,Liberalerna,5.9,2.8,10.2,5.0,5.3,3.8,3.6
2029 Leksand,KD,Kristdemokraterna,7.7,18.1,13.1,10.5,8.8,7.4,9.5
2029 Leksand,MP,Miljöpartiet,7.6,6.1,4.8,4.9,6.5,5.8,3.6
2029 Leksand,S,Socialdemokraterna,38.6,30.8,34.9,31.3,28.9,29.4,26.1
2029 Leksand,V,Vänsterpartiet,5.4,11.7,7.7,4.8,4.1,4.9,7.0
2029 Leksand,SD,Sverigedemokraterna,..,0.3,0.8,1.5,4.0,11.8,16.2
2029 Leksand,A,övriga partier,1.5,2.0,1.9,2.9,1.5,3.2,1.4
2031 Rättvik,M,Moderaterna,19.9,19.8,12.8,22.2,26.5,21.4,16.8
2031 Rättvik,C,Centerpartiet,12.6,8.7,14.6,15.3,11.2,10.2,12.2
2031 Rättvik,L,Liberalerna,7.0,5.0,11.3,5.7,5.1,3.6,3.1
2031 Rättvik,KD,Kristdemokraterna,4.2,13.0,8.1,5.5,4.9,3.4,7.1
2031 Rättvik,MP,Miljöpartiet,6.8,5.1,4.5,4.1,6.2,4.8,3.0
2031 Rättvik,S,Socialdemokraterna,42.3,33.1,38.9,36.0,34.1,31.7,26.7
2031 Rättvik,V,Vänsterpartiet,4.9,11.0,6.7,4.1,3.7,4.5,6.1
2031 Rättvik,SD,Sverigedemokraterna,..,0.3,0.8,2.5,6.1,17.0,23.4
2031 Rättvik,A,övriga partier,2.4,4.0,2.2,4.5,2.2,3.4,1.6
2034 Orsa,M,Moderaterna,14.6,14.9,10.3,21.0,21.2,14.5,11.5
